danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
114000.0,114000.0,114000.0,114000.0,114000.0,114000.0,114000.0,114000.0,114000.0
0.5668000657894738,0.6413827583964912,-8.258960368421052,0.08465211228070177,0.3149100624799999,0.15604958922122808,0.21355283605263162,0.4740682309736842,122.14783728947369
0.17354217360214558,0.2515290688025413,5.02933664504159,0.10573236443651277,0.3325227023059719,0.30955484838546926,0.1903776989748307,0.25926106438351787,29.97819692007572
0.0,0.0,-49.531,0.0,0.0,0.0,0.0,0.0,0.0
0.456,0.472,-10.013,0.0359,0.0169,0.0,0.098,0.26,99.21875
0.58,0.685,-7.004,0.0489,0.169,4.16e-05,0.132,0.464,122.017
0.695,0.854,-5.003,0.0845,0.598,0.049,0.273,0.683,140.071
0.985,1.0,4.532,0.965,0.996,1.0,1.0,0.995,243.372
